L1_algorithm,L2_algorithm,wr_pol,cost,latency,workload,tot_req,reads,writes,requests
lru,lru,wb-et,34.28821086,0.17559761,w60,460498,74.99,25.01,11.26
lru,lru,wb-et,17.81154189,0.210053922,w84,420458,10.24,89.76,7.95
lru,lru,wb-et,675.4564642,0.812944581,w08,10410827,96.53,3.47,9.07
arc,arc,wb-et,144.7108705,0.835374863,w21,6771666,97.59,2.41,9.5
lru,lru,wb-et,2033.538758,0.366727034,w14,7587257,75.6,24.4,22.3
lru,lru,wb-et,121.6804036,0.746449661,w20,7027218,87.87,12.13,23.47
lru,lru,wb-et,19.283264,0.60593824,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,17.16529204,0.08222693,w36,729562,1.4,98.6,2.11
arc,arc,wb-et,1.376437314,0.070934577,w06,2444493,68.5,31.5,1.9
lru,lru,wb-et,126.8323437,0.374924557,w79,241488,38.46,61.54,61.67
arc,arc,wb-et,613.7082721,0.258255061,w13,3543451,59.2,40.8,13.63
lru,lru,wb-et,9.551866489,0.295225351,w73,173876,67.2,32.8,9.97
arc,arc,wb-et,33.89105254,0.14163974,w75,411410,16.12,83.88,6.76
arc,arc,wb-et,80.13057618,0.581285061,w49,1092250,75.96,24.04,11.22
lru,lru,wb-et,67.19609892,0.307787154,w32,773840,88.8,11.2,17.19
lru,lru,wb-et,143.652961,0.842415156,w65,981095,96.09,3.91,13.97
lru,lru,wb-et,20.06641546,0.206441137,w52,232513,66.99,33.01,6.94
arc,arc,wb-et,4.799836855,0.261927597,w56,552309,8.42,91.58,2.09
arc,arc,wb-et,25.43723297,0.184683387,w42,798236,67.9,32.1,8.93
lru,lru,wb-et,2.152873941,0.610044977,w57,375954,9.49,90.51,3.17
arc,arc,wb-et,3.929126086,0.799995624,w92,396548,95.61,4.39,14.74
lru,lru,wb-et,16.77595303,0.595152214,w89,125386,40.17,59.83,25.65
arc,arc,wb-et,51.29150178,0.713696316,w55,150445,66.56,33.44,57.71
arc,arc,wb-et,1.553899451,0.636421748,w72,178016,45.2,54.8,5.85
lru,lru,wb-et,21.49758119,0.293866759,w16,865023,87.32,12.68,18.22
arc,arc,wb-et,80.3219231,0.81879507,w65,981095,96.09,3.91,13.97
arc,arc,wb-et,228.6321008,0.250323281,w43,1390682,50.63,49.37,11.06
arc,arc,wb-et,67.3178961,0.544531061,w50,768251,94.99,5.01,13.52
lru,lru,wb-et,14.30549297,0.672207187,w60,460498,74.99,25.01,11.26
arc,arc,wb-et,26.00134265,0.21117435,w33,247964,4.33,95.67,7.03
arc,arc,wb-et,7.621373439,0.32663131,w78,385485,53.72,46.28,12.37
arc,arc,wb-et,1.82705259,0.630368116,w82,279678,56.89,43.11,0.92
arc,arc,wb-et,2.505658593,0.076217437,w19,4598911,97.46,2.54,0.8
arc,arc,wb-et,68.29148194,0.719624969,w83,157428,63.65,36.35,31.43
arc,arc,wb-et,80.5390762,0.050723594,w06,2444493,68.5,31.5,1.9
arc,arc,wb-et,2022.488663,0.346758765,w09,10826961,80.14,19.86,15.67
arc,arc,wb-et,452.5303962,0.137382946,w21,6771666,97.59,2.41,9.5
arc,arc,wb-et,16.34860012,0.253712689,w40,181276,2.36,97.64,7.69
lru,lru,wb-et,17.27553486,0.316308171,w32,773840,88.8,11.2,17.19
lru,lru,wb-et,887.1078204,0.744939996,w10,12588003,89.82,10.18,14.53
arc,arc,wb-et,2220.711136,0.28326713,w09,10826961,80.14,19.86,15.67
arc,arc,wb-et,51.20903146,0.783946908,w81,373197,90.91,9.09,13.54
arc,arc,wb-et,1.666511809,0.191500778,w56,552309,8.42,91.58,2.09
arc,arc,wb-et,476.5018634,0.825891878,w21,6771666,97.59,2.41,9.5
lru,lru,wb-et,24.69849309,0.174225255,w59,324961,49.4,50.6,6.97
lru,lru,wb-et,12.87872709,0.233749052,w35,651133,3.26,96.74,2.45
arc,arc,wb-et,44.76508151,0.396518922,w61,660778,68.59,31.41,10.86
lru,lru,wb-et,11.64569893,0.249676223,w40,181276,2.36,97.64,7.69
lru,lru,wb-et,103.8334121,0.39524918,w29,524248,81.32,18.68,23.58
arc,arc,wb-et,180.9290915,0.293645367,w43,1390682,50.63,49.37,11.06
lru,lru,wb-et,16.58321597,0.151275152,w19,4598911,97.46,2.54,0.8
arc,arc,wb-et,38.1053274,0.524107009,w46,5116665,25.78,74.22,21.84
arc,arc,wb-et,20.0920359,0.182497227,w59,324961,49.4,50.6,6.97
lru,lru,wb-et,1177.773922,0.743163321,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,4.573431736,0.192352561,w88,237846,32.58,67.42,5.02
arc,arc,wb-et,52.84324403,0.592250869,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,1102.962158,0.760237636,w53,1870559,86.76,13.24,62.2
arc,arc,wb-et,27.9623565,0.732402078,w43,1390682,50.63,49.37,11.06
lru,lru,wb-et,12.50111514,0.194921272,w67,167197,36.15,63.85,5.03
lru,lru,wb-et,23.61076149,0.310011997,w76,124550,12.84,87.16,13.22
arc,arc,wb-et,2794.246974,0.213791815,w04,18034724,74.22,25.78,15.69
lru,lru,wb-et,16.11422626,0.249172109,w56,552309,8.42,91.58,2.09
arc,arc,wb-et,2036.034459,0.675510808,w04,18034724,74.22,25.78,15.69
lru,lru,wb-et,1.413393529,0.682558596,w66,558560,61.15,38.85,0.49
arc,arc,wb-et,35.45934144,0.13770103,w75,411410,16.12,83.88,6.76
lru,lru,wb-et,2.12893027,0.65338144,w66,558560,61.15,38.85,0.49
lru,lru,wb-et,6.617579074,0.17778546,w67,167197,36.15,63.85,5.03
arc,arc,wb-et,11.11862706,0.214981481,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,612.0128568,0.257929794,w48,3302837,95.94,4.06,11.52
lru,lru,wb-et,25.14902873,0.030379934,w19,4598911,97.46,2.54,0.8
arc,arc,wb-et,76.48701315,0.480640333,w32,773840,88.8,11.2,17.19
lru,lru,wb-et,62.89476817,0.341360988,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,65.87358728,0.854979203,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,19.33485033,0.233427494,w59,324961,49.4,50.6,6.97
lru,lru,wb-et,31.37206802,0.449914682,w18,896239,80.64,19.36,14.81
lru,lru,wb-et,67.48812997,0.837292645,w65,981095,96.09,3.91,13.97
arc,arc,wb-et,23.95430543,0.562843717,w60,460498,74.99,25.01,11.26
arc,arc,wb-et,4.821933656,0.272765663,w45,211432,0.59,99.41,1.9
arc,arc,wb-et,17.59507084,0.267862118,w73,173876,67.2,32.8,9.97
arc,arc,wb-et,192.7000535,0.300447607,w48,3302837,95.94,4.06,11.52
lru,lru,wb-et,72.48211602,0.833402582,w65,981095,96.09,3.91,13.97
lru,lru,wb-et,58.21462289,0.162984221,w90,489323,95.25,4.75,8.17
arc,arc,wb-et,29.34061365,0.673823868,w100,236756,2.89,97.11,23.29
lru,lru,wb-et,9.40178088,0.721948805,w15,638670,82.33,17.67,21.82
arc,arc,wb-et,17.48578944,0.218977417,w75,411410,16.12,83.88,6.76
arc,arc,wb-et,55.95216874,0.784003058,w81,373197,90.91,9.09,13.54
arc,arc,wb-et,15.1547308,0.266197619,w40,181276,2.36,97.64,7.69
arc,arc,wb-et,74.22524465,0.254412774,w69,417360,77.7,22.3,12.91
arc,arc,wb-et,43.42610144,0.552806835,w87,264130,40.78,59.22,30.24
lru,lru,wb-et,10.3841408,0.668543766,w42,798236,67.9,32.1,8.93
lru,lru,wb-et,49.34075999,0.640479198,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,142.9668418,0.446741494,w63,564163,84.55,15.45,24.41
arc,arc,wb-et,250.0945809,0.381897388,w24,1100386,80.61,19.39,19.91
lru,lru,wb-et,42.70330431,0.583294421,w44,291584,87.51,12.49,14.26
arc,arc,wb-et,2115.368176,0.63588961,w04,18034724,74.22,25.78,15.69
lru,lru,wb-et,61.12768704,0.588783549,w61,660778,68.59,31.41,10.86
lru,lru,wb-et,13.54373639,0.111640036,w70,558126,10.08,89.92,5.38
arc,arc,wb-et,121.9584738,0.253350196,w13,3543451,59.2,40.8,13.63
lru,lru,wb-et,11.9051873,0.776576566,w104,235503,83.15,16.85,50.98
lru,lru,wb-et,49.48036628,0.381954846,w29,524248,81.32,18.68,23.58
lru,lru,wb-et,79.04256013,0.634581882,w100,236756,2.89,97.11,23.29
lru,lru,wb-et,44.20034798,0.110340417,w70,558126,10.08,89.92,5.38
arc,arc,wb-et,7.703307172,0.370258231,w80,218031,71.32,28.68,4.58
lru,lru,wb-et,10.88451826,0.173935287,w90,489323,95.25,4.75,8.17
arc,arc,wb-et,2576.835695,0.371892178,w20,7027218,87.87,12.13,23.47
lru,lru,wb-et,71.4370527,0.745454957,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,66.2917405,0.140080718,w51,761128,86.39,13.61,6.71
lru,lru,wb-et,71.38317667,0.553123924,w37,493523,77.83,22.17,28.23
lru,lru,wb-et,44.62945059,0.652684254,w101,238962,2.86,97.14,24.64
arc,arc,wb-et,354.9532744,0.718245138,w48,3302837,95.94,4.06,11.52
arc,arc,wb-et,33.11852895,0.644216399,w100,236756,2.89,97.11,23.29
arc,arc,wb-et,58.56474499,0.297878556,w105,243780,89.94,10.06,17.41
lru,lru,wb-et,55.91854349,0.859668707,w99,279021,94.97,5.03,16.21
arc,arc,wb-et,37.82270862,0.314330901,w69,417360,77.7,22.3,12.91
arc,arc,wb-et,33.36866714,0.175870397,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,14.23571289,0.292188913,w35,651133,3.26,96.74,2.45
lru,lru,wb-et,12.19924385,0.188503062,w58,772098,51.61,48.39,10.09
arc,arc,wb-et,64.88815315,0.720301752,w83,157428,63.65,36.35,31.43
arc,arc,wb-et,34.83698753,0.279067387,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,9.216897511,0.243133519,w40,181276,2.36,97.64,7.69
lru,lru,wb-et,99.79778112,0.592347656,w101,238962,2.86,97.14,24.64
arc,arc,wb-et,22.39772888,0.586956698,w38,660412,56.94,43.06,7.4
arc,arc,wb-et,66.20771204,0.618879356,w98,251710,2.91,97.09,20.52
lru,lru,wb-et,162.2206078,0.370631362,w29,524248,81.32,18.68,23.58
lru,lru,wb-et,6.751863176,0.423198435,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,21.81766765,0.183554825,w35,651133,3.26,96.74,2.45
lru,lru,wb-et,30.01596397,0.209854631,w17,1456893,12.4,87.6,4.14
lru,lru,wb-et,14.65509401,0.090146203,w36,729562,1.4,98.6,2.11
arc,arc,wb-et,4550.075497,0.447547691,w54,7042906,78.49,21.51,58.1
lru,lru,wb-et,70.24362075,0.742069116,w15,638670,82.33,17.67,21.82
lru,lru,wb-et,1.181923211,0.29139408,w82,279678,56.89,43.11,0.92
arc,arc,wb-et,615.7439524,0.62860641,w01,5710745,82.56,17.44,40.16
arc,arc,wb-et,35.78496245,0.311325071,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,185.649688,0.387103135,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,41.32264757,0.496875437,w38,660412,56.94,43.06,7.4
lru,lru,wb-et,83.96886846,0.634241156,w22,509607,87.74,12.26,33.06
lru,lru,wb-et,30.16247874,0.816178045,w44,291584,87.51,12.49,14.26
arc,arc,wb-et,41.52375118,0.406410418,w79,241488,38.46,61.54,61.67
lru,lru,wb-et,3.752214043,0.421551332,w63,564163,84.55,15.45,24.41
lru,lru,wb-et,27.70405644,0.057675255,w06,2444493,68.5,31.5,1.9
lru,lru,wb-et,0.092753235,0.826846882,w67,167197,36.15,63.85,5.03
arc,arc,wb-et,10.72075068,0.308850365,w40,181276,2.36,97.64,7.69
lru,lru,wb-et,85.98525856,0.286821864,w58,772098,51.61,48.39,10.09
arc,arc,wb-et,1589.632307,0.210002473,w04,18034724,74.22,25.78,15.69
arc,arc,wb-et,20.33191382,0.224374012,w33,247964,4.33,95.67,7.03
lru,lru,wb-et,72.65841166,0.226993861,w42,798236,67.9,32.1,8.93
lru,lru,wb-et,8.56973439,0.596902314,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,621.034505,0.765001236,w20,7027218,87.87,12.13,23.47
lru,lru,wb-et,174.1532549,0.281590215,w50,768251,94.99,5.01,13.52
lru,lru,wb-et,885.6017688,0.779721749,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,293.9095465,0.745872893,w86,243749,44.47,55.53,74.81
arc,arc,wb-et,53.27760431,0.862653835,w85,405302,97.4,2.6,14.13
arc,arc,wb-et,61.94359226,0.594216838,w87,264130,40.78,59.22,30.24
lru,lru,wb-et,391.7197644,0.814769768,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,17.58481527,0.228902891,w102,117154,6.73,93.27,9.19
arc,arc,wb-et,26.35188448,0.520260095,w58,772098,51.61,48.39,10.09
arc,arc,wb-et,12.4355014,0.806461398,w86,243749,44.47,55.53,74.81
lru,lru,wb-et,27.1500215,0.066608554,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,2189.446167,0.640035364,w20,7027218,87.87,12.13,23.47
lru,lru,wb-et,33.2230084,0.268534157,w90,489323,95.25,4.75,8.17
lru,lru,wb-et,16.27469672,0.270421186,w59,324961,49.4,50.6,6.97
arc,arc,wb-et,9.961449556,0.503302518,w38,660412,56.94,43.06,7.4
arc,arc,wb-et,163.1972157,0.553117262,w62,292110,89.7,10.3,33.27
arc,arc,wb-et,593.4214363,0.657303763,w08,10410827,96.53,3.47,9.07
lru,lru,wb-et,65.80225107,0.728402521,w83,157428,63.65,36.35,31.43
lru,lru,wb-et,23.27090205,0.632754397,w60,460498,74.99,25.01,11.26
arc,arc,wb-et,23.74544015,0.00635428,w02,16043393,98.67,1.33,0.16
arc,arc,wb-et,190.6430938,0.373353267,w23,1712812,58.01,41.99,7.42
arc,arc,wb-et,54.60064531,0.64568344,w44,291584,87.51,12.49,14.26
arc,arc,wb-et,4.11276106,0.365601546,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,39.25472087,0.185237516,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,2.85742964,0.361137588,w45,211432,0.59,99.41,1.9
arc,arc,wb-et,3.245918719,0.365635693,w57,375954,9.49,90.51,3.17
arc,arc,wb-et,5.397095513,0.340535575,w41,157994,15.99,84.01,8.34
lru,lru,wb-et,11.87232281,0.106862199,w36,729562,1.4,98.6,2.11
arc,arc,wb-et,1518.311654,0.753957196,w10,12588003,89.82,10.18,14.53
lru,lru,wb-et,94.74971038,0.611825179,w101,238962,2.86,97.14,24.64
lru,lru,wb-et,13.94451483,0.40420832,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,74.97919251,0.18893077,w65,981095,96.09,3.91,13.97
lru,lru,wb-et,58.40610508,0.212618342,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,85.5287956,0.611667694,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,118.6734151,0.752328992,w48,3302837,95.94,4.06,11.52
lru,lru,wb-et,98.70674811,0.808975632,w104,235503,83.15,16.85,50.98
arc,arc,wb-et,16.99905491,0.32901558,w41,157994,15.99,84.01,8.34
arc,arc,wb-et,24.00527384,0.568123204,w63,564163,84.55,15.45,24.41
lru,lru,wb-et,193.8754788,0.255248529,w28,1287044,41.8,58.2,22.41
arc,arc,wb-et,9.65418031,0.308500385,w33,247964,4.33,95.67,7.03
arc,arc,wb-et,19.00249214,0.24001439,w95,151279,49.05,50.95,9.4
lru,lru,wb-et,196.7104219,0.401241764,w32,773840,88.8,11.2,17.19
arc,arc,wb-et,0.95871559,0.355459674,w45,211432,0.59,99.41,1.9
arc,arc,wb-et,69.38057687,0.138643907,w51,761128,86.39,13.61,6.71
lru,lru,wb-et,87.09566858,0.252555242,w61,660778,68.59,31.41,10.86
lru,lru,wb-et,305.1853297,0.459623696,w04,18034724,74.22,25.78,15.69
arc,arc,wb-et,5.988818444,0.261253927,w95,151279,49.05,50.95,9.4
arc,arc,wb-et,353.7728509,0.2465996,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,11.93357761,0.6757154,w101,238962,2.86,97.14,24.64
arc,arc,wb-et,18.48812075,0.728673616,w83,157428,63.65,36.35,31.43
lru,lru,wb-et,47.64261397,0.817595059,w81,373197,90.91,9.09,13.54
lru,lru,wb-et,3.641862884,0.354103457,w45,211432,0.59,99.41,1.9
lru,lru,wb-et,99.81871258,0.70511427,w55,150445,66.56,33.44,57.71
arc,arc,wb-et,97.77861959,0.60084064,w101,238962,2.86,97.14,24.64
lru,lru,wb-et,88.47503267,0.205907142,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,46.98725387,0.81324506,w92,396548,95.61,4.39,14.74
arc,arc,wb-et,42.46863654,0.11442956,w70,558126,10.08,89.92,5.38
lru,lru,wb-et,12.0119489,0.203734244,w80,218031,71.32,28.68,4.58
lru,lru,wb-et,19.10598611,0.304140393,w41,157994,15.99,84.01,8.34
lru,lru,wb-et,15.76737073,0.835753661,w92,396548,95.61,4.39,14.74
arc,arc,wb-et,34.31263207,0.189050215,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,47.18098401,0.516732125,w38,660412,56.94,43.06,7.4
arc,arc,wb-et,150.5437364,0.55325434,w62,292110,89.7,10.3,33.27
arc,arc,wb-et,86.50648699,0.740164105,w54,7042906,78.49,21.51,58.1
lru,lru,wb-et,106.7547615,0.348819033,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,27.23226999,0.20305185,w33,247964,4.33,95.67,7.03
lru,lru,wb-et,86.5063875,0.783761236,w15,638670,82.33,17.67,21.82
lru,lru,wb-et,356.7565916,0.264875324,w13,3543451,59.2,40.8,13.63
arc,arc,wb-et,22.41771244,0.127908543,w71,290967,38.41,61.59,5.75
lru,lru,wb-et,4.228811456,0.46157168,w67,167197,36.15,63.85,5.03
lru,lru,wb-et,208.8553597,0.643409695,w104,235503,83.15,16.85,50.98
lru,lru,wb-et,21.04459008,0.478158283,w68,376853,9.44,90.56,4.33
arc,arc,wb-et,212.7472037,0.278589965,w26,1668986,50.76,49.24,11.55
lru,lru,wb-et,304.9287592,0.359342899,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,42.68536919,0.365776835,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,8.666790076,0.472932911,w76,124550,12.84,87.16,13.22
arc,arc,wb-et,19.02088193,0.665969239,w62,292110,89.7,10.3,33.27
lru,lru,wb-et,7.1673377,0.138474421,w70,558126,10.08,89.92,5.38
lru,lru,wb-et,1.08070374,0.176321054,w106,139141,19.98,80.02,7.58
arc,arc,wb-et,429.0880012,0.733814571,w04,18034724,74.22,25.78,15.69
arc,arc,wb-et,329.6332294,0.294631919,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,35.03111544,0.347168166,w30,704212,2.26,97.74,6.82
arc,arc,wb-et,152.85767,0.714004171,w48,3302837,95.94,4.06,11.52
lru,lru,wb-et,40.44202332,0.371964485,w30,704212,2.26,97.74,6.82
arc,arc,wb-et,0.979269086,0.254254813,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,3.061238455,0.254461641,w56,552309,8.42,91.58,2.09
lru,lru,wb-et,295.5593867,0.631750588,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,1.291245564,0.099586921,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,0.741217686,0.149760715,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,153.949705,0.401498417,w63,564163,84.55,15.45,24.41
lru,lru,wb-et,0.113243376,0.647532185,w66,558560,61.15,38.85,0.49
lru,lru,wb-et,18.179048,0.129098295,w19,4598911,97.46,2.54,0.8
arc,arc,wb-et,13.49976681,0.60310689,w55,150445,66.56,33.44,57.71
lru,lru,wb-et,53.26119743,0.24231332,w30,704212,2.26,97.74,6.82
arc,arc,wb-et,21.49758119,0.268987688,w16,865023,87.32,12.68,18.22
lru,lru,wb-et,164.7644641,0.305189527,w18,896239,80.64,19.36,14.81
arc,arc,wb-et,0.448147603,0.875882579,w90,489323,95.25,4.75,8.17
arc,arc,wb-et,44.6276228,0.551881716,w49,1092250,75.96,24.04,11.22
arc,arc,wb-et,11.50542605,0.24022548,w84,420458,10.24,89.76,7.95
arc,arc,wb-et,99.94485872,0.549878883,w87,264130,40.78,59.22,30.24
arc,arc,wb-et,64.12461481,0.471956084,w37,493523,77.83,22.17,28.23
arc,arc,wb-et,12.75727641,0.369495995,w103,94016,35.38,64.62,16.53
arc,arc,wb-et,34.59362298,0.118806075,w70,558126,10.08,89.92,5.38
arc,arc,wb-et,4.596587952,0.876248805,w48,3302837,95.94,4.06,11.52
lru,lru,wb-et,52.84324403,0.588915276,w98,251710,2.91,97.09,20.52
arc,arc,wb-et,122.2317413,0.547509274,w50,768251,94.99,5.01,13.52
arc,arc,wb-et,131.3931941,0.755130288,w64,1178756,91.66,8.34,78.35
lru,lru,wb-et,25.38604591,0.214382531,w33,247964,4.33,95.67,7.03
arc,arc,wb-et,16.72265305,0.358267593,w57,375954,9.49,90.51,3.17
arc,arc,wb-et,89.66003664,0.406591071,w79,241488,38.46,61.54,61.67
arc,arc,wb-et,3766.704696,0.305427455,w03,17467759,75.74,24.26,16.69
lru,lru,wb-et,78.71583629,0.481979902,w32,773840,88.8,11.2,17.19
lru,lru,wb-et,161.2304681,0.69093988,w23,1712812,58.01,41.99,7.42
lru,lru,wb-et,19.68554991,0.342077651,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,354.5818194,0.806366679,w10,12588003,89.82,10.18,14.53
arc,arc,wb-et,4.365033334,0.072120851,w12,442789,39.92,60.08,2.37
lru,lru,wb-et,76.61940416,0.133393382,w51,761128,86.39,13.61,6.71
arc,arc,wb-et,125.130136,0.695553262,w15,638670,82.33,17.67,21.82
arc,arc,wb-et,89.84223139,0.387964544,w22,509607,87.74,12.26,33.06
lru,lru,wb-et,16.49896988,0.87370346,w10,12588003,89.82,10.18,14.53
lru,lru,wb-et,72.70676327,0.859358585,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,13.85752196,0.304761772,w73,173876,67.2,32.8,9.97
lru,lru,wb-et,3.925496721,0.282493085,w73,173876,67.2,32.8,9.97
lru,lru,wb-et,33.75425986,0.802957313,w81,373197,90.91,9.09,13.54
arc,arc,wb-et,205.3753358,0.548945008,w22,509607,87.74,12.26,33.06
lru,lru,wb-et,108.0577331,0.610735145,w62,292110,89.7,10.3,33.27
lru,lru,wb-et,2.324336417,0.848106913,w86,243749,44.47,55.53,74.81
lru,lru,wb-et,3.502097504,0.257121602,w80,218031,71.32,28.68,4.58
lru,lru,wb-et,21.86715087,0.246987135,w93,351236,87.72,12.28,19.28
lru,lru,wb-et,61.76116151,0.298858797,w58,772098,51.61,48.39,10.09
lru,lru,wb-et,103.4864803,0.426876494,w26,1668986,50.76,49.24,11.55
lru,lru,wb-et,4.201814386,0.240905106,w47,211877,0.33,99.67,1.68
arc,arc,wb-et,3.340243278,0.017710488,w66,558560,61.15,38.85,0.49
arc,arc,wb-et,14.87760985,0.38934234,w57,375954,9.49,90.51,3.17
lru,lru,wb-et,22.65278753,0.149410866,w51,761128,86.39,13.61,6.71
arc,arc,wb-et,67.28998335,0.312200388,w42,798236,67.9,32.1,8.93
arc,arc,wb-et,18.36470936,0.17155384,w106,139141,19.98,80.02,7.58
arc,arc,wb-et,5.38357897,0.630502981,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,78.55155835,0.355337992,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,95.44984374,0.834100177,w92,396548,95.61,4.39,14.74
arc,arc,wb-et,17.4275782,0.378174153,w17,1456893,12.4,87.6,4.14
lru,lru,wb-et,17.61432402,0.00762901,w02,16043393,98.67,1.33,0.16
arc,arc,wb-et,19.283264,0.59207586,w42,798236,67.9,32.1,8.93
lru,lru,wb-et,49.01170877,0.018150508,w19,4598911,97.46,2.54,0.8
arc,arc,wb-et,0.683456313,0.630427925,w96,168442,5.02,94.98,13.79
arc,arc,wb-et,2.030624762,0.402318829,w56,552309,8.42,91.58,2.09
arc,arc,wb-et,5.930012911,0.383644349,w02,16043393,98.67,1.33,0.16
arc,arc,wb-et,16.38244205,0.213295991,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,16.12788566,0.558219094,w58,772098,51.61,48.39,10.09
arc,arc,wb-et,26.46178244,0.593103837,w89,125386,40.17,59.83,25.65
lru,lru,wb-et,197.1454416,0.593395778,w23,1712812,58.01,41.99,7.42
lru,lru,wb-et,38.7767542,0.11979641,w70,558126,10.08,89.92,5.38
arc,arc,wb-et,4.615638838,0.138764218,w71,290967,38.41,61.59,5.75
lru,lru,wb-et,280.1835444,0.366887582,w16,865023,87.32,12.68,18.22
arc,arc,wb-et,143.6246988,0.43404788,w50,768251,94.99,5.01,13.52
arc,arc,wb-et,9.688061075,0.433696949,w103,94016,35.38,64.62,16.53
arc,arc,wb-et,88.35946547,0.610213814,w09,10826961,80.14,19.86,15.67
lru,lru,wb-et,7.616540036,0.286050919,w76,124550,12.84,87.16,13.22
lru,lru,wb-et,998.1987332,0.697844363,w53,1870559,86.76,13.24,62.2
arc,arc,wb-et,6.809838725,0.341274888,w80,218031,71.32,28.68,4.58
arc,arc,wb-et,1215.144284,0.207749283,w03,17467759,75.74,24.26,16.69
arc,arc,wb-et,10.98503251,0.057497255,w12,442789,39.92,60.08,2.37
arc,arc,wb-et,2.07435214,0.368357287,w45,211432,0.59,99.41,1.9
arc,arc,wb-et,152.5608369,0.41554871,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,155.6971387,0.55299189,w62,292110,89.7,10.3,33.27
lru,lru,wb-et,1.607895482,0.554217971,w80,218031,71.32,28.68,4.58
lru,lru,wb-et,181.2248135,0.386861478,w22,509607,87.74,12.26,33.06
lru,lru,wb-et,362.4560643,0.169749393,w25,3640951,88.63,11.37,16.0
lru,lru,wb-et,3295.98279,0.592618667,w01,5710745,82.56,17.44,40.16
arc,arc,wb-et,48.69930742,0.461644462,w63,564163,84.55,15.45,24.41
arc,arc,wb-et,1.493436663,0.148166278,w52,232513,66.99,33.01,6.94
lru,lru,wb-et,31.56416673,0.857499474,w99,279021,94.97,5.03,16.21
lru,lru,wb-et,51.05107023,0.32456198,w30,704212,2.26,97.74,6.82
arc,arc,wb-et,4.36375445,0.688150128,w96,168442,5.02,94.98,13.79
lru,lru,wb-et,13.91544914,0.271929318,w11,4531948,65.3,34.7,0.98
arc,arc,wb-et,530.2313054,0.352312492,w07,2120047,82.25,17.75,16.44
lru,lru,wb-et,13.02593689,0.189606332,w67,167197,36.15,63.85,5.03
lru,lru,wb-et,63.41596876,0.278353722,w30,704212,2.26,97.74,6.82
lru,lru,wb-et,87.19206853,0.310048337,w81,373197,90.91,9.09,13.54
lru,lru,wb-et,17.42447502,0.192065599,w90,489323,95.25,4.75,8.17
lru,lru,wb-et,0.803324698,0.871901292,w93,351236,87.72,12.28,19.28
arc,arc,wb-et,2.630665478,0.870798256,w34,2243971,83.25,16.75,12.29
arc,arc,wb-et,169.5153073,0.389894845,w32,773840,88.8,11.2,17.19
arc,arc,wb-et,50.63407913,0.654416725,w97,245188,2.95,97.05,22.04
arc,arc,wb-et,7.002106003,0.716127063,w90,489323,95.25,4.75,8.17
arc,arc,wb-et,317.4106361,0.345414273,w24,1100386,80.61,19.39,19.91
arc,arc,wb-et,2710.18451,0.841100838,w31,13975082,93.99,6.01,14.77
arc,arc,wb-et,190.1515597,0.489728625,w07,2120047,82.25,17.75,16.44
arc,arc,wb-et,1.841273442,0.083906632,w36,729562,1.4,98.6,2.11
lru,lru,wb-et,1167.295412,0.341031181,w14,7587257,75.6,24.4,22.3
arc,arc,wb-et,56.46177449,0.633146352,w98,251710,2.91,97.09,20.52
